userName,date,goodsNo,userSexMen,userSexWomen,userHeight,userWeight,goodsSize,reviewContent,review_img,size,bright,color,thickness,weightness,touch,helpNo,styleLikeNo
831번째융,2022.03.13,1197873,0,1, 160cm, 49kg,BLACK_BEIGE/FREE,['160 여자한텐 좀 많이 큰..옷에 잡아먹힌듯한 느낌이에요'],,1,2,2,1,0,0,0,0
미니마우스。,2022.03.12,1197873,0,1, 165cm, 56kg,BLACK_BEIGE/FREE,"['계속 입고있을수록 따뜻해지고, 프리사이즈라 크면 어떡할까 걱정했는데 잘 맞고 좋았어요!']",,2,2,2,1,0,0,0,0
숭구리당구장,2022.03.10,1197873,0,1, 166cm, 48kg,BLACK_BEIGE/FREE,['여행 갈 때마다 편안하게 입었습니당 안에 털 덕분에 따뜻하고 좀 춥다싶어서 목까지 지퍼를 올려 입어도 간지폭발.......ㅋ 근데 주머니 지퍼 때문에 손등이 몇 번 갈렸어요 그거 빼면 ㄱㅊㄱㅊ 좋아요'],,2,2,2,1,0,0,0,0
수현민현,2022.03.10,1197873,0,1, 166cm, 54kg,BLACK_BEIGE/FREE,['제가 어깨가 넓어서 어깨부분이 작을 줄 알고 걱정했는데 다행히 딱 맞아서 잘 입고 다녔습니다'],,2,2,2,2,0,0,0,0
ㅇ욛,2022.03.09,1197873,0,1, 162cm, 55kg,BLACK_BEIGE/FREE,['겨울 끝나갈때쯤 잘 입었습니다!! 세탁하면 어떻게 될지 모르겠지만 재질이 나빠보이진 않앜어서 근데 지퍼 진짜 너어어야어어무 아파요'],,1,2,2,2,0,0,0,0
윤발이발이,2022.03.08,1197873,0,1, 169cm, 57kg,BLACK_BEIGE/FREE,['도톰하고 요즘 날씨에 얇은 이너와 함께 입기 좋을 것 같아요!! 무엇보다 퀄리티가 진짜....👍'],,1,2,2,1,0,0,0,0
인천보성,2022.03.06,1197873,0,1, 155cm, 50kg,BLACK_BEIGE/FREE,['많이 팔리는 옷답게 정말 예쁩니다. 다만 다른분들이 말해주신것처럼 주머니 손넣을때 지퍼가 까슬거리네요'],,2,2,2,2,0,0,0,0
가나다마바사라,2022.03.04,1197873,0,1, 167cm, 60kg,BLACK_BEIGE/FREE,['이벤트로 카드지갑 줬던거 잘 사용하고 있습니다 따듯해요'],,2,2,2,2,0,0,0,0
큐야_,2022.03.03,1197873,0,1, 161cm, 53kg,BLACK_BEIGE/FREE,"['앞에 벨트를 어떻게 해야될지 모르겠는,,,,', <br/>, '뛰면 벨트가 빠져있어요', <br/>, '그거 말고는 착용했을때 좋아요']",,2,2,2,2,0,0,0,0
Sd1,2022.03.03,1197873,1,0, 178cm, 82kg,BLACK_BEIGE/FREE,['잘입고다닐게요 옷이 이쁘고 탄탄해서 좋습니다'],,2,2,2,2,0,0,0,0
1201eun,2022.03.02,1197873,0,1, 155cm, 44kg,BLACK_BEIGE/FREE,['옷이 너무 예쁜 것 같아요 활용성이 좋습니다 좋아요'],,2,2,2,2,0,0,0,0
뉴비_6f73505a,2022.03.01,1197873,0,1, 158cm, 45kg,BLACK_BEIGE/FREE,"['살짝 큰감이 있긴 하지만, 오버핏으로 예쁘게 커요~~~']",,2,3,2,1,0,0,0,0
onlyMH_,2022.03.01,1197873,0,1, 173cm, 71kg,BLACK_BEIGE/FREE,['가격에 비해 질도 좋고 따뜻해서 엄청 추운 겨울날 아니면 무난하게 잘 입을 수 있을 것 같아요 팔 부분도 길이 조절돼서 좋습니다!'],,2,2,2,1,0,0,0,0
J001011,2022.02.28,1197873,0,1, 169cm, 63kg,BLACK_BEIGE/FREE,['핏 진짜 예쁘고 한겨울에도 입었었는데 정말 따뜻했어요 !'],,2,2,2,2,0,0,0,0
칠7팔8,2022.02.28,1197873,0,1, 170cm, 58kg,BLACK_BEIGE/FREE,['털이 옷에 묻는거랑 지퍼가 너무 날카로운거 빼고는 다 좋아요. 잘 입고 다니고 있습니당'],,2,2,1,2,0,0,0,0
khlkhl,2022.02.27,1197873,0,1, 160cm, 50kg,BLACK_BEIGE/FREE,"['정재현 무스탕이니까.. 냅다 샀는데 너무 예뻐요ㅠ', <br/>, '따뜻하고 딱 좋습니당.. 근데 지퍼 부분은 역시 날카로워용..']",,1,2,2,1,0,0,0,0
선붕,2022.02.27,1197873,0,1, 162cm, 56kg,BLACK_BEIGE/FREE,['지퍼 부분이 조금 날카롭긴 하지만 너무 예쁩니다'],,2,2,2,2,0,0,0,0
갱새니,2022.02.25,1197873,0,1, 172cm, 60kg,BLACK_BEIGE/FREE,['한겨울에입기엔 춥지만 안에 따뜻한 이너티 입으면 버틸만해요!'],,2,3,2,2,0,0,0,0
연지이잉,2022.02.25,1197873,0,1, 170cm, 71kg,BLACK_BEIGE/FREE,['딱 지금 시기에 입기 좋은 무스탕입니당 !! 적당히 심플하면서도 딱 포인트가 있어 심심하지 않은 디자인이예요'],,1,2,1,1,0,0,0,0
hjsn,2022.02.23,1197873,0,1, 170cm, 60kg,BLACK_BEIGE/FREE,['따뜻하고 예쁘고 다 했어요ㅠ 필수템인 거 같아서 샀는데 후회 안 해요'],,1,2,1,1,0,0,0,0
흥힝헿,2022.02.23,1197873,0,1, 165cm, 55kg,BLACK_BEIGE/FREE,['따숩고 까리하고 예뻐요 근데 자크가 정말 날카로워요'],,2,2,2,2,0,0,0,0
SYAN.,2022.02.21,1197873,0,1, 160cm, 51kg,BLACK_BEIGE/FREE,['가볍고 이뻐요. 생각보다 통이 컸고 얇은것 같아요'],,2,2,2,2,0,0,0,0
loopyskrrrrrr,2022.02.21,1197873,0,1, 156cm, 49kg,BLACK_BEIGE/FREE,['이뻐요 어떤 옷에 입든 잘 어울려요 요즘에 매일 입어요'],,2,2,2,2,0,0,0,0
재재재재재재재재재재재재,2022.02.21,1197873,0,1, 165cm, 52kg,BLACK_BEIGE/FREE,"['생각보다 털은 안빠지고 디자인이 예뻐요! 주머니는 좀 불편하드라구요 ,,']",,2,2,2,2,0,0,0,0
뉴비_a2ef91d0,2022.02.20,1197873,0,1, 167cm, 64kg,BLACK_BEIGE/FREE,['쿠폰까지 해서 가격 괜찮게 사서 너무 만족합니당 가격 대비 퀄리티 안 좋을까봐 걱정했는데 엄마도 보시고 괜찮다고 했어용ㅎㅎ'],,1,2,2,2,0,0,0,0
뉴비_b26a1901,2022.02.19,1197873,0,1, 160cm, 58kg,BLACK_BEIGE/FREE,"['이쁩니다', <br/>, '사이즈도 좋구요', <br/>, '근데. 안쪽 털이 지퍼에 살짝 낍니다', <br/>, '그것빼곤 다 좋아요']",,2,2,2,2,0,0,0,0
포르자수원수원,2022.02.18,1197873,1,0, 170cm, 60kg,BLACK_BEIGE/FREE,['남자가 입기에도 충분히 좋은 물건이라는점 어필합니다!'],,2,2,1,2,0,0,0,0
n_c_ttt,2022.02.18,1197873,0,1, 160cm, 40kg,BLACK_BEIGE/FREE,['생각한 그대로에요!! 너무 이쁘고 좋아요!! 전부터 사고 싶었던 거였고 또 손민수도 같이 할수 있어서 아주 굿!'],,2,2,2,2,0,0,0,0
냐나냐ㅏ냐,2022.02.17,1197873,0,1, 157cm, 48kg,BLACK_BEIGE/FREE,"['따뜻하고 사이즈는 조금 오버핏인데 제가 작아서 그런거 같고요,,, 다 좋은데 단점은 입고나가면 똑같은 무스탕입은 사람 한명은 마주쳐요 꼭!', <br/>, '근데 뭐,,, 저도 그분들께 그런 존재겠죠', <br/>, '다같이 간지왕 무스탕입고 멋있어져요!!']",,1,2,2,2,0,0,0,0
리지호리,2022.02.17,1197873,0,1, 162cm, 55kg,BLACK_BEIGE/FREE,"['디자인도 이뿌고 따뜻해서 너무나 좋습니다', <br/>, '추천이욤']",,2,2,2,2,0,0,0,0
냥냥공쥬,2022.02.17,1197873,0,1, 165cm, 50kg,BLACK_BEIGE/FREE,['딱 예상한대로 핏이 예뻤어요 자주 입고 나갈정도로 맘에드는 옷..🤍'],,2,2,2,2,0,0,0,0
_0503_,2022.02.17,1197873,0,1, 165cm, 53kg,BLACK_BEIGE/FREE,['클 줄 알았는데 생각보다 안크고 사이즈 괜찮아요 ! 예뻐요'],,2,2,2,2,0,0,0,0
Zzyun,2022.02.16,1197873,0,1, 164cm, 50kg,BLACK_BEIGE/FREE,['크기는 160초중반이신 분들에게 가장 적합할 거 같아요! 확실히 보온성도 좋고 생각보다 많이 무겁지 않아서 자주 착용하고 있습니다. 다만 허리줄이 고정이 안되는 점은 아쉬워요'],,2,2,1,1,0,0,0,0
고굼마말랭이,2022.02.16,1197873,0,1, 161cm, 46kg,BLACK_BEIGE/FREE,['되게 추운 날에 입었는데도 엄청 따뜻했어용 옷이 너무 예쁘고 가성비도 좋은 것 같아요 첫 무스탕이었는데 너무너무 만족합니다'],,1,2,1,1,0,0,0,0
rdpwls,2022.02.14,1197873,0,1, 157cm, 54kg,BLACK_BEIGE/FREE,['넉넉하게 남는 핏이에요 이쁜데 너무 흔해서 길거리나가면 입고돌아댕기는사람 두세명은 볼수있음..'],,2,2,2,2,0,0,0,0
쏘쏘배,2022.02.14,1197873,0,1, 160cm, 50kg,BLACK_BEIGE/FREE,"['이쁘고 진짜 따뜻해요 !!! ', <br/>, '주머니에 지퍼가 달려서 많이 추울때는 긁힐수도 있을것같아요 그거 빼고는 다 좋아요']",,2,3,1,1,0,0,0,0
memememe,2022.02.14,1197873,0,1, 160cm, 60kg,BLACK_BEIGE/FREE,['생각보다 따뜻하고 넘 예뻐요 사이즈도 딱 적당해요 지퍼는 날카로운 편이에요'],,2,2,2,2,0,0,0,0
현진구구,2022.02.12,1197873,0,1, 153cm, 49kg,BLACK_BEIGE/FREE,['색감도 이쁘고 생각한것보다 더 이뻐서 맘에 들었어요'],,2,2,1,2,0,0,0,0
햇차니왓니,2022.02.12,1197873,0,1, 154cm, 46kg,BLACK_BEIGE/FREE,"['드디어 재현이 손민수 ,◠‿◠, 했어요 생각보다 좀 크긴 한데 낙낙해서 맘에 들어요! 요즘 입고 다니긴 한데 아직은 죄금 추워요 그래도 예뻐서 걍 입고 댕기는 중이에요~! 그리고 소문대로 주머니 지퍼가 날카롭네요 ,◠‿◠,']",,1,2,1,2,0,0,0,0
뉴비_6e0ece1be231,2022.02.12,1197873,0,1, 160cm, 50kg,BLACK_BEIGE/FREE,['오버핏이고 너무 박시하지않고 적당히 루즈한게 예뻐요'],,2,1,1,2,0,0,0,0
검정돼지0,2022.02.12,1197873,0,1, 158cm, 48kg,BLACK_BEIGE/FREE,['처음으로 무스탕 입어보는건데 무난하구 예쁘네용'],,1,2,2,1,0,0,0,0
루키_85a152f70a14,2022.02.11,1197873,0,1, 153cm, 48kg,BLACK_BEIGE/FREE,['클 줄은 알고 샀지만 꽤 큽니다!! 그래도 남동생하고 같이 입으면 되지라는 생각으로 다니니 마음 편해용'],,1,2,1,1,0,0,0,0
Samael,2022.02.11,1197873,0,1, 165cm, 50kg,BLACK_BEIGE/FREE,['사이즈도 적당하고 엄청 따뜻해요! 첫 무스탕이였는데 성공한거 같아 기분이 좋네용'],,2,2,1,2,0,0,0,0
빈유서,2022.02.10,1197873,0,1, 171cm, 51kg,BLACK_BEIGE/FREE,['예뻐요 근데 검정살걸 좀 후회하긴 했는데 괜찮아요^$^'],,2,2,2,2,0,0,0,0
ilililll,2022.02.10,1197873,0,1, 163cm, 50kg,BLACK_BEIGE/FREE,"['큰기대안하고 구매했는데 예쁘고 좋아요', <br/>, '생각보다 가벼워서 좋았어요']",,2,2,1,1,0,0,0,0
Chltna,2022.02.10,1197873,0,1, 165cm, 60kg,BLACK_BEIGE/FREE,['생각보다 옷이 무지 크고….두꺼워요!! 따뜻해서 좋아요!'],,2,2,2,1,0,0,0,0
서닝잉,2022.02.09,1197873,0,1, 160cm, 47kg,BLACK_BEIGE/FREE,"['이쁘고 한겨울에도 엄청 따뜻해요', <br/>, '대신 제 키엔 조금 커요ㅠㅠ']",,1,1,1,1,0,0,0,0
술라임,2022.02.09,1197873,0,1, 173cm, 59kg,BLACK_BEIGE/FREE,"['생각보다 따뜻해요 근데 너무 흔해서 길가다가도 sns에도 많이 보이는,, 유리가 착용한 거 보고 손민수했어요🤍']",,2,2,2,2,0,0,0,0
sunnies,2022.02.08,1197873,0,1, 172cm, 70kg,BLACK_BEIGE/FREE,['너무 고급져요 입으면 넘 골져스함~~ 제가 어깨가 좀 있다보니 딱 맞네요 여유가 있어서 헐렁대는 느낌은 아닙니다 참고하세요'],,2,2,2,2,0,0,0,0
우니아름다우니,2022.02.08,1197873,0,1, 165cm, 46kg,BLACK_BEIGE/FREE,['지퍼에 손이 긁히긴해요. 주머니에 손 넣을때 조심해야 할 것 같아요'],,2,2,2,2,0,0,0,0
여니ㅣㅣ,2022.02.07,1197873,0,1, 158cm, 55kg,BLACK_BEIGE/FREE,['후기대로 자크가 좀 날카롭긴하지만 따뜻하구 좋슴다'],,1,2,1,1,0,0,0,0
멤버_22d3fb5d1f59,2022.02.07,1197873,0,1, 167cm, 42kg,BLACK_BEIGE/FREE,['엄청 따뜻한건 아니지만 예쁘니까 그냥 입고다닐래요 ㅎㅎ쫌 더 날 풀리면 이것만 입고 다닐 것 같아요!!'],,2,2,2,2,0,0,0,0
냥냥냥냥냥냥냥애옹,2022.02.07,1197873,0,1, 158cm, 56kg,BLACK_BEIGE/FREE,['재현이 손민수로 샀는데 따뜻해요 근데 지퍼가 아파요 손 넣을때 조심해야합니다요 손톱 살짝 긁혔어요 그리고 저한테는 좀 크네요 그래도 예뻐요'],,1,2,2,1,0,0,0,0
luy0305,2022.02.07,1197873,0,1, 166cm, 55kg,BLACK_BEIGE/FREE,['생각보다 두툼하고 따뜻해요 기모 후드티 입으면 살짝 불편한 정도..? 영하 1-3도까진 존버 가능합니다 넘 조아용'],,2,2,2,1,0,0,0,0
뉴비_94104b06,2022.02.06,1197873,0,1, 171cm, 55kg,BLACK_BEIGE/FREE,['너무 추울 때는 아니고 쌀쌀할 때 입으면 딱이네요 팔이 짧은 감이 없지 않아 있지만 그거 말고는 다 좋아요 색도 무난하고 예뻐요'],,2,2,1,2,0,0,0,0
히헤히히,2022.02.06,1197873,0,1, 177cm, 63kg,BLACK_BEIGE/FREE,['어머니 사드렸는데 좋아하시네요. 봄까지 입어도 괜찮을것같습니다'],,2,2,2,2,0,0,0,0
Gabburi,2022.02.06,1197873,0,1, 163cm, 50kg,BLACK_BEIGE/FREE,['가죽 냄새가 조금 심해요 하지만 그래도 무난하게 잡 입고다니고 있어용'],,2,2,2,2,0,0,0,0
운심뒷산고란e,2022.02.06,1197873,0,1, 175cm, 60kg,BLACK_BEIGE/FREE,"['생각보다 얇아서 봄까지는 충분히 입을 수 있을거같아요', <br/>, '지퍼는 없다고 생각하고 입을려구요 그냥 무기네요ㅋㅋ']",,2,2,2,3,0,0,0,0
김토깽이다,2022.02.06,1197873,0,1, 160cm, 45kg,BLACK_BEIGE/FREE,['제 남자친구 재현군이랑 커플로 무스탕 맞췄어요 ^^ 남자친구가 공항에서 입었는데 너무 예쁘길래 같이 커플템 완성~'],,2,3,1,2,0,0,0,0
익익왕사랑해,2022.02.06,1197873,0,1, 170cm, 50kg,BLACK_BEIGE/FREE,['잠궈서 입으면 좀 웃기게 생겼어요 별로 안따뜻해요'],,2,2,2,2,0,0,0,0
bEen000,2022.02.04,1197873,0,1, 163cm, 55kg,BLACK_BEIGE/FREE,['주머니 지퍼에 손등이 쓸리고 뻣뻣한 지퍼에 손가락이 낑겨도 옷은 예뻐요. 주머니에 손만 안 넣으면 좋아요'],,2,2,2,2,0,0,0,0
바기정_,2022.02.04,1197873,0,1, 157cm, 59kg,BLACK_BEIGE/FREE,['예뻐요 근데 후기처럼 벨트가 불편하네요 근데 그냥 써요'],,2,2,2,2,0,0,0,0
센55,2022.02.04,1197873,0,1, 165cm, 55kg,BLACK_BEIGE/FREE,"['예뻐요 따뜻한듯 안따셔요 너무 추울땐 못입어요 당연한 말이긴한데 무튼,,청춘이라 영하3도 쯤에 입고 나갔다가 덜덜 떨었어요']",,1,2,2,2,0,0,0,0
수만리정신차려,2022.02.04,1197873,0,1, 162cm, 50kg,BLACK_BEIGE/FREE,['옷이 좀 커서 뒷부분이 뜨지만 예뻐요 딱 지금 입으면 따뜻해요'],,1,2,2,2,0,0,0,0
lsh0219,2022.02.04,1197873,0,1, 162cm, 46kg,BLACK_BEIGE/FREE,['주머니 지퍼가 빡빡하고 날카로워서 불편하긴 한데 예쁘고 좋아요'],,2,2,1,2,0,0,0,0
잰닝이,2022.02.03,1197873,0,1, 159cm, 51kg,BLACK_BEIGE/FREE,['너무 예쁜데 쫌 얇아용 !!! 한겨울에는 못 입을 거 같아요ㅠㅠ'],,1,2,2,3,0,0,0,0
김빡빡3,2022.02.03,1197873,0,1, 163cm, 45kg,BLACK_BEIGE/FREE,['너무 만족해요 전에 샀던 라이더 사이즈 감안해서 샀는데도 안에 털이 있어서 그런가 더 부해 보이는 느낌이 조금 있어요 그래도 너무 만족해요❤🥰'],,1,2,2,1,0,0,0,0
수민0509,2022.02.03,1197873,0,1, 155cm, 45kg,BLACK_BEIGE/FREE,['엔시티 정재현 님이 입으신거 보고 샀는데 예쁘네요'],,1,2,1,1,0,0,0,0
ohmh95,2022.02.03,1197873,0,1, 172cm, 68kg,BLACK_BEIGE/FREE,"['예뻐요. 기대 안하고 샀는데 기대이상이네요. 안에 두꺼운 후드 입고 지퍼 잠그면 낑기는데, 기본티 입으면 편안하게 맞습니다.']",,2,2,2,2,0,0,0,0
Mi__me,2022.02.03,1197873,0,1, 162cm, 52kg,BLACK_BEIGE/FREE,['완전 만족합니다!! 주머니가 날카로운건 알고 사서'],,2,2,2,2,0,0,0,0
브론즈_908970138c8,2022.02.03,1197873,0,1, 165cm, 50kg,BLACK_BEIGE/FREE,['마음에 들어요 너무 예뻐요 추울줄 알았는데 생각보다 훨씬 더 따뜻하고 잘 입고다녀용'],,2,2,2,1,0,0,0,0
애옹이막구,2022.02.03,1197873,0,1, 158cm, 53kg,BLACK_BEIGE/FREE,['정재현 손민수 하려고 샀어요 근데 목 쪽 마감이 맘에 안 들어요 돈 더 주고 다른 제품 사는 게 나을 거 같긴한데 어쨌든 정재현이 입은거라 맘에 들어요 보온성도 ㄱㅊ 근데 지퍼 날카롭다는 후기가 많았는데 진짜 날카롭고 잠그는 것도 힘들어요 그냥 빡빡해요 어쨌든 정재현이 입었으니 좋네요'],,2,2,2,2,0,0,0,0
길이 보인다,2022.02.02,1197873,0,1, 160cm, 53kg,BLACK_BEIGE/FREE,"['아들이 사서 따라 입었는데 조금 크고 싼티(?)가 좀 나네요~', <br/>, '그래도 싸게 사서 만족합니다..~']",,1,2,2,2,0,0,0,0
Gemini_may,2022.02.01,1197873,0,1, 164cm, 65kg,BLACK_BEIGE/FREE,['전체적으로 무겁고 품은 넓어요 근데 팔쪽이 너무 딱 떨어져서 캐주얼하게 입긴 힘들어요'],,2,3,2,1,0,0,0,0
수용용용이,2022.02.01,1197873,0,1, 166cm, 70kg,BLACK_BEIGE/FREE,['생각보다 따뜻하고 편하게 입을 수 있어요 지퍼는 무기맞음 …'],,2,2,2,2,0,0,0,0
donions,2022.02.01,1197873,0,1, 161cm, 60kg,BLACK_BEIGE/FREE,['동생 생일 선물로 사줬는데 잘 입고다녀서 좋네요!! 입문용으로 좋은 거 같아요!!!'],,2,2,2,2,0,0,0,0
뉴비_399cd6f07aea,2022.02.01,1197873,0,1, 155cm, 52kg,BLACK_BEIGE/FREE,['지퍼가 좀 날카로워서 조심해야 하긴 하지만 입으면 정말 예뻐요'],,2,2,1,1,0,0,0,0
킬러피자빵,2022.01.31,1197873,0,1, 163cm, 55kg,BLACK_BEIGE/FREE,['처음 산 건데 생각보다 많이 따뜻하고 좋아요 추천함'],,2,1,1,1,0,0,0,0
徹江,2022.01.31,1197873,0,1, 160cm, 57kg,BLACK_BEIGE/FREE,['아무리 박시하다해도 좀 크긴해요 색은 사진 그대로 근데 입고나가면 하루에 세명은 마주쳐서 웃퍼요 ㅋㅋ'],,1,2,1,3,0,0,0,0
yessssj,2022.01.30,1197873,0,1, 163cm, 60kg,BLACK_BEIGE/FREE,"['후기가 많은 이유가 있었네요', <br/>, '잘 입을게요', <br/>, '예뻐요']",,2,2,2,2,0,0,0,0
뉴비_190eb458,2022.01.29,1197873,0,1, 163cm, 58kg,BLACK_BEIGE/FREE,['생각보다 털 부분이 어두워서 놀라긴 했는데 그래도 예쁘고 좋아요!!'],,2,2,2,2,0,0,0,0
엘렐ㄹ렐렐레,2022.01.29,1197873,0,1, 164cm, 52kg,BLACK_BEIGE/FREE,['너무예뻐요!!! 배송에 문제는 있었지만 예뻐서 별 다섯개 박습니다잇'],,2,2,2,1,0,0,0,0
이런재현,2022.01.29,1197873,0,1, 155cm, 50kg,BLACK_BEIGE/FREE,['가성비 정말 좋은 무스탕이라고 생각해요! 무스탕 입문으로 정말 추천합니당'],,2,2,2,2,0,0,0,0
보리옥수수,2022.01.29,1197873,0,1, 164cm, 55kg,BLACK_BEIGE/FREE,['무겁고 예뻐요 놀러나갈 때 잘 입을 수 있을듯 글고 꽤 두꺼워서 따듯할듯'],,2,2,2,2,0,0,0,0
뉴비_1a9ac61,2022.01.28,1197873,0,1, 160cm, 50kg,BLACK_BEIGE/FREE,['한겨울에 입기엔 좀 추울 것 같았는데 안에 두껍게 입고 입으면 충분히 따뜻해요 그리고 짱 이쁨'],,1,2,1,2,0,0,0,0
실버_cda63eeac946,2022.01.28,1197873,1,0, 178cm, 75kg,BLACK_BEIGE/FREE,['여자친구사줬는데 따숩고 좋다고 자주 입고 다니네요'],,2,2,2,2,0,0,0,0
리버야,2022.01.28,1197873,0,1, 160cm, 52kg,BLACK_BEIGE/FREE,['사이즈 적당하고 따뜻해요. 옷 카라 위쪽이 얇아서 좀 말리네요.'],,2,2,1,1,0,0,0,0
브론즈_04a563cb10f,2022.01.27,1197873,0,1, 170cm, 60kg,BLACK_BEIGE/FREE,['생각보다 길이가 길고 저는 움직이는데 조금 불편했어요! 팔 주머니부분 지퍼는 진짜 날카로워서 조금 조심해야할 것 같아용 나머지 부분은 다 좋았습니닷'],,2,2,2,1,0,0,0,0
Hobbyyy,2022.01.27,1197873,0,1, 166cm, 52kg,BLACK_BEIGE/FREE,"['엔시티 손민수했는데 넘 맘에드네여^^', <br/>, '카드지갑도 예뻐요~ 잘쓸게요!']",,2,2,2,2,0,0,0,0
도덜이,2022.01.27,1197873,0,1, 162cm, 66kg,BLACK_BEIGE/FREE,['옷 이뻐요. 주머니자크와 안감털빠짐만 아니면 더 좋을듯해여'],,2,2,1,2,0,0,0,0
계삐,2022.01.27,1197873,0,1, 156cm, 49kg,BLACK_BEIGE/FREE,['제 키에 조금 크긴 한데 핏도 예쁘고 색도 무난해서 어떤 옷이랑도 잘 어울려요~ 기본템으로 자주 입을 것 같아요!'],,1,2,2,2,0,0,0,0
Hrimm_,2022.01.27,1197873,0,1, 167cm, 60kg,BLACK_BEIGE/FREE,['배송도 빠르고 되게 고급지게 포장되어서 와서 좋았어요.'],,2,2,2,2,0,0,0,0
여봐여룩,2022.01.26,1197873,0,1, 163cm, 53kg,BLACK_BEIGE/FREE,"['아우터 맛집이라서 고민없이 그냥 샀어요', <br/>, '근데 생각보다 얇아서 추위 잘타는 몸이라 초겨울에만 입을 수 있을 거 같아요', <br/>, '그리고 주머니 지퍼 진짜 아파요 주머니가 큰 것도 아니라서 손 넣고 다니기는 어려울 듯', <br/>, '앞에서 볼 땐 예쁜데 옆이나 뒤에서 보면 별로더라고요 형태가 흐물거리지 않고 잡혀있는데 오버핏이라서 그런거 같아요', <br/>, '단점만 얘기했는데 기본 무스탕으로는 추천해요~']",,2,2,2,2,0,0,0,0
pekoxx,2022.01.26,1197873,0,1, 163cm, 61kg,BLACK_BEIGE/FREE,['몇년 전부터 고민하다가 구매했는데 왜 이제야 산건지 ㅠㅠ 너무 예쁩니다 어깨도 딱 맞아요'],,2,2,2,2,0,0,0,0
ㄱㄴ혐,2022.01.26,1197873,0,1, 160cm, 60kg,BLACK_BEIGE/FREE,['조금 빡빡하고 크긴 한데 엄청 따뜻해요ㅋㅋ 한겨울 아니면 못입겠어요'],,1,2,1,1,0,0,0,0
짱짱걸사니여친,2022.01.26,1197873,0,1, 163cm, 55kg,BLACK_BEIGE/FREE,"['예쁨 겉에 좀 길들여야 편하게 입을듯 ? 지금은 입고있는데 약간 통나무 로봇된거같음 그리구 주머니 생각보다 위에 위치해있음 ', <br/>, '글고 지퍼가 엄청 날카로워서 양초질 해서 입어야하는 그런 느낌임']",,2,3,2,3,0,0,0,0
뉴비_fea0cce4,2022.01.25,1197873,0,1, 156cm, 45kg,BLACK_BEIGE/FREE,['생각보다 너무 따뜻하고 이뻐서 잘 입고있어요—'],,2,2,2,2,0,0,0,0
mumusii,2022.01.25,1197873,0,1, 162cm, 44kg,BLACK_BEIGE/FREE,['얇은거같고 가벼운데 따뜻하고 편해요 넉넉해서 안에 두꺼운거 입어도 되고 좋아요'],,2,2,2,2,0,0,0,0
피지융,2022.01.25,1197873,0,1, 170cm, 53kg,BLACK_BEIGE/FREE,['두꺼운줄 알았는데 생각보다 얇네요 ㅠ 그래도 핏이랑 전체적으로 예뻐요'],,2,2,1,3,0,0,0,0
실버_857564342b3e,2022.01.25,1197873,0,1, 164cm, 48kg,BLACK_BEIGE/FREE,['콜릿 제품들은 역시 스타일리쉬하고 이쁜고 같습니다. 살짝 오버하게 잘맞네요.'],,2,2,2,2,0,0,0,0
꿃얼,2022.01.25,1197873,0,1, 152cm, 45kg,BLACK_BEIGE/FREE,['저렴한 가격에 사서 좋어요! 대신 할인을 오래해서 그런가 길에 겹치는 경우가 종종 있내요'],,2,2,2,2,0,0,0,0
618620,2022.01.25,1197873,0,1, 165cm, 49kg,BLACK_BEIGE/FREE,['적당히 겨울에 입기에 스탠다드 하고 예뻐요. 무난하게 아무 옷이랑 다 잘 어울려서 좋아요'],,2,2,1,1,0,0,0,0
dlhwa,2022.01.24,1197873,0,1, 167cm, 55kg,BLACK_BEIGE/FREE,['일단 예쁘고 따뜻해요 주머니가 작아서 손을 넣기엔 불편한 감이 없지 않아 있지만 괜찮아요'],,2,2,2,1,0,0,0,0
워늘너,2022.01.24,1197873,0,1, 173cm, 56kg,BLACK_BEIGE/FREE,['사이즈도 맞고 좋아요 근데 지퍼는 손 넣을때 아프네요'],,2,2,2,2,0,0,0,0
제발돈쓰지말자,2022.01.23,1197873,0,1, 169cm, 56kg,BLACK_BEIGE/FREE,['무스탕 처음 사 봐서 어떤 걸 사야하나 고민 많이 했는데 엄청나게 부담스러운 가격대는 아니면서 적당히 고급스러운 느낌이에요! 너무 만족해요'],,2,2,2,1,0,0,0,0
멤버_5bee446baad4,2022.01.23,1197873,0,1, 165cm, 65kg,BLACK_BEIGE/FREE,['지퍼가 뾰족해서 손이 많이 아프긴 한데 정말 이뻐요! 무슨 옷에 입어도 잘어울려용'],,2,2,2,1,0,0,0,0
lIllIIlIlIlI,2022.01.22,1197873,1,0, 171cm, 60kg,BLACK_BEIGE/FREE,['이쁘고 자주 입는 옷입니다 ㅎㅎ 내년에도 계속 입을듯'],,2,2,2,2,0,0,0,0
방핫동,2022.01.22,1197873,0,1, 162cm, 52kg,BLACK_BEIGE/FREE,['보온성도 한겨울 입을수 있을정도로 따뜻해요. 다좋은데 다잠궜을때 지퍼부분이 좀 이상해서 아쉬워요'],,2,2,2,1,0,0,0,0
리롤리,2022.01.20,1197873,0,1, 164cm, 45kg,BLACK_BEIGE/FREE,['두툼해서 춥지않아요! ㅎㅎ안에 털도 부들부들해서 좋고요! 근데 아래쪽에 벨트는 채우지않으실거면 빼고 다니는게 좋을거같아요! ((잃어버릴확률80%'],,2,2,1,1,0,0,0,0
