userName,date,goodsNo,userSexMen,userSexWomen,userHeight,userWeight,goodsSize,reviewContent,review_img,size,bright,color,thickness,weightness,touch,helpNo,styleLikeNo
부천핸섬꽃돼지,2021.03.03,1757981,0,1, 160cm, 50kg,MM,"['착용감 좋고 너무 이쁘네요 . 다만 살짝 무겁네요 .', <br/>, '전부 좋아요.']",https://image.msscdn.net/data/estimate/1757981_0/gallery_603f985c66e02.jpg.view,2,2,2,2,0,0,0,0
갱만s,2022.01.01,1620276,1,0, 172cm, 78kg,L,['강추 운동하는 사람들에게 일반적인 옷보다 핏감이 좋습니다'],https://image.msscdn.net/data/estimate/1620276_0/gallery_61d0229f502d6.jpg.view,2,2,2,2,0,0,0,0
bbong[,2021.11.24,1620276,1,0, 187cm, 94kg,2XL,['사이즈 너무좋고 품질도 너무 좋습니다 역시 비싼값을 합니다'],https://image.msscdn.net/data/estimate/1620276_0/gallery_619da3d3b4e28.jpg.view,2,2,2,2,0,0,0,0
바응,2021.11.22,1620276,1,0, 178cm, 65kg,XL,['오버핏으로 딱 좋고 질이 넘 좋음 최고시다 추천 박고 감니다'],https://image.msscdn.net/data/estimate/1620276_0/gallery_619ae18a751b2.jpg.view,2,2,2,2,0,0,0,0
늑수어이,2021.11.16,1620276,1,0, 173cm, 65kg,L,['역시 폴로가 짱입니다. 좀 얇긴 하지만 편하게 어디든지 입고 가도 될거같아요. 감사합니다.'],https://image.msscdn.net/data/estimate/1620276_0/gallery_6193475d5959f.jpg.view,1,1,2,3,0,0,0,0
1180,2021.10.26,1620276,1,0, 167cm, 65kg,M,"['생각보다 크게 나온 것 같아요..', <br/>, '근데 넘 추워져서 입기 애매하네요 ', <br/>, '꽤 얇습니다. 마감도 좀 아쉬워요']",https://image.msscdn.net/data/estimate/1620276_0/gallery_617811eec42c8.jpg.view,1,1,2,3,0,0,0,0
Flex성따,2021.10.09,1620276,1,0, 176cm, 85kg,XL,['오버핏사이즈 나오고 예쁜데 지퍼가 반대방향이라 불편한게있네요'],https://image.msscdn.net/data/estimate/1620276_0/gallery_61610b04d4f1c.jpg.view,1,1,1,3,0,0,0,0
인생무상이다~,2021.10.01,1620276,0,1, 166cm, 54kg,L,['가을에 딱 입기 좋은 후드입니다. 근데 옷이 얇은 편이라 안에 두꺼운 옷을 입고 입기엔 불편해요.'],https://image.msscdn.net/data/estimate/1620276_0/gallery_6156e34984a39.jpg.view,3,2,2,2,0,0,0,0
PUBB,2021.09.24,1620276,1,0, 174cm, 67kg,L,"['가볍고 지금같은 날씨에 딱 좋은거 같습니다', <br/>, '산책할때 굿']",https://image.msscdn.net/data/estimate/1620276_0/gallery_614d93b097323.jpg.view,2,1,1,2,0,0,0,0
깍두기1234,2021.07.30,1620276,1,0, 175cm, 65kg,L,"['길이감이 입었을때 딱 좋아서 마음에 드는데 보풀이', <br/>, '일어서 아쉽습니다']",https://image.msscdn.net/data/estimate/1620276_0/gallery_6103de8da36d8.jpg.view,2,2,1,3,0,0,0,0
돈쓰기쉽다,2021.04.22,1620276,1,0, 174cm, 77kg,XL,['정핏 가시려면 정사이즈 오버핏 가시려면 1업 전 1업했는데 딱 좋네요'],https://image.msscdn.net/data/estimate/1620276_0/gallery_60804da67cce1.jpg.view,1,2,1,3,0,0,0,0
무신샤사자,2022.03.14,1620276,1,0, 169cm, 60kg,L,['생각보다 얇고 부드럽긴 한데 좀 두꺼웠으면 좋겠네요'],,2,2,2,3,0,0,0,0
뉴비_8022214f,2022.03.06,1620276,0,1, 170cm, 60kg,M,"['색감도 예쁘고 역시 믿고 사는 폴로네용 ㅎㅎ', <br/>, '사이즈 고민 했는데 딱 맞네여']",,2,2,2,2,0,0,0,0
뉴비_dc9cecbb,2022.03.02,1620276,1,0, 179cm, 75kg,L,['L로 할까 XL로 할까 엄청 고민많이 했는데 L하기 잘한것같아요 딱 맞습니다'],,2,2,2,3,0,0,0,0
jiyun_e2,2022.02.17,1620276,0,1, 159cm, 49kg,L,['질좋고 도톰하니 코디하기도 좋고 넘예 🤍 날풀리면 엄청 자주입을듯'],,2,2,2,2,0,0,0,0
동만그라두미,2022.01.05,1620276,0,1, 160cm, 50kg,M,['색감 괜찮고 여기저기 잘 입을거 같아요! 예쁘네요'],,2,2,2,2,0,0,0,0
어디까지가려나,2021.12.28,1620276,1,0, 179cm, 79kg,XL,"['폴로 답게 재질도 좋구요, 배송 과정 또한 완벽해요!! 정말 빠른 시일내에 받았구요.', <br/>, '옷 기장은 조금 길지만, 핏이 너무 이쁩니다.!']",,1,2,1,2,0,0,0,0
양심맘,2021.12.24,1620276,0,1, 165cm, 62kg,XL,['좀 비싸지만 역시 폴로 ㅎㅎ 오래오래 입을수있을거 같아요~'],,1,2,2,2,0,0,0,0
갱만s,2021.12.16,1620276,1,0, 172cm, 78kg,L,['운동 3년차 남자여서 어깨가 조금있는 편인데 핏감 딱입니다^^'],,2,2,2,2,0,0,0,0
송지훈94,2021.11.26,1620276,1,0, 180cm, 81kg,L,['전체적인 느낌은 좋으나 너무 타이트한 감이있음'],,2,2,2,2,0,0,0,0
MINNIM_,2021.11.04,1620276,0,1, 160cm, 60kg,XL,['예상했던 재질은 아닌데 좋아하는 촤르르한(?) 느낌이라 잘 산 것 같아요!'],,1,1,1,3,0,0,0,0
dkstkdgus,2021.11.02,1620276,1,0, 178cm, 74kg,XL,['집앞에 편하게 입고 나가기 좋고 품질도 만족합니다'],,2,2,2,2,0,0,0,0
adda113,2021.10.27,1620276,1,0, 190cm, 89kg,XL,['너무 이쁜것같아요 그레이색상보다는 밝은거같아요 한겨울에는 못입을거같아요'],,2,1,2,2,0,0,0,0
sacred,2021.10.25,1620276,1,0, 174cm, 74kg,XL,['맘에 듭니다 역시 후드는 살짝 보이는 폴로 간지작살'],,2,2,2,2,0,0,0,0
꼼꼼이20,2021.10.24,1620276,0,1, 163cm, 49kg,M,['폴로는 그냥 모든옷이 다좋아용 ㅎㅎ재질도 좋아서 오래 입을것같아용'],,2,1,1,2,0,0,0,0
bbong[,2021.10.21,1620276,1,0, 187cm, 94kg,2XL,['질이 너무 좋고 최고입니다 담에도 재구맹 ㅣ사있습니다'],,2,2,2,2,0,0,0,0
ㄱㅂㄱㅋ,2021.10.14,1620276,0,1, 164cm, 51kg,M,['선물했는데 만족해하는 모습을 보니까 더 좋습니다'],,2,2,2,3,0,0,0,0
늑수어이,2021.10.09,1620276,1,0, 173cm, 65kg,L,['질 좋네요 색상도 고급스럽게 예뻐요 추천합니다'],,1,1,2,3,0,0,0,0
Flex성따,2021.10.09,1620276,1,0, 176cm, 85kg,XL,['오버핏사이즈 나오고 예쁜데 지퍼가 반대방향이여서 불편한게 있네요'],,1,1,1,3,0,0,0,0
ramphy,2021.10.06,1620276,1,0, 175cm, 80kg,XL,"['검은색에 이어 그레이도 구매했는데 색상은 살짝 밝은 회색이네요', <br/>, '그리고 지퍼가 역시나 불안불안합니다... 가격값을 하는 제품은 아닌거같아요']",,2,2,2,2,0,0,0,0
kgn1535,2021.10.06,1620276,0,1, 162cm, 70kg,XL,['키랑 덩치에 비해 조금 크지만 색깔도 예쁘고 질도 좋습니다'],,2,2,2,2,0,0,0,0
Batop32,2021.10.05,1620276,1,0, 185cm, 72kg,XL,['깔끔하니 어디에나 입어도 잘 어울릴거같은 후드집업입니다'],,2,2,2,2,0,0,0,0
심원고 훌리건,2021.10.03,1620276,1,0, 173cm, 80kg,L,['디자인은 너무 이쁜데 약간 얇아요 그리고 색감이 밝은 색감이에요'],,2,1,1,3,0,0,0,0
akakan1,2021.09.29,1620276,1,0, 180cm, 80kg,L,['배송이 진짜 빠르네요 허허 핏은 말할필요없이 좋구요'],,2,2,2,2,0,0,0,0
내꿈은뉴요커,2021.09.18,1620276,0,1, 169cm, 59kg,L,['여즘날씨에 입기 딱 좋아요 오버핏으로 사세요 무조건'],,2,2,2,2,0,0,0,0
침부리,2021.09.15,1620276,0,1, 170cm, 52kg,XL,['박시하게 입으려고 XL 샀는데 L 사도 될 것 같네ㅛ'],,1,2,2,2,0,0,0,0
Bear:D,2021.09.10,1620276,1,0, 174cm, 65kg,L,['사이즈가 생각보다 크긴한데 질 너무 좋고 디자인 너무 맘에 들어요!!'],,2,2,2,3,0,0,0,0
인생무상이다~,2021.09.03,1620276,0,1, 166cm, 54kg,L,['사이즈가 라지치고는 그렇게 크지 않았어요.하지만 핏 자체가 워낙 예뻐서 만족합니다. 167 기준 엉덩이 반 조금 넘게 가리는 길이입니다.'],,3,2,2,2,0,0,0,0
우에오~,2021.08.09,1620276,1,0, 174cm, 70kg,L,['옷 이뻐서 너무 좋아요 15퍼 쿠폰 적립금 다 이용해서 싸게 샀어용!'],,2,2,2,2,0,0,0,0
깍두기1234,2021.07.21,1620276,1,0, 175cm, 65kg,L,['완전 편해서 자꾸 손이 갑니다. 에어컨 있는 곳에서 입으니 좋아요'],,2,2,1,3,0,0,0,0
리뷰솧,2021.07.19,1620276,1,0, 164cm, 67kg,L,"['옷 재질도 좋고 색깔도 예뻐요!!', <br/>, '역시 폴로 너무 좋습니다']",,2,1,2,2,0,0,0,0
hg1443,2021.07.01,1620276,1,0, 178cm, 70kg,L,['색이 완전 회색은 아니에요 참고하시기 바랍니다'],,2,2,2,2,0,0,0,0
뉴비_6510f2a5,2021.06.08,1620276,1,0, 170cm, 65kg,L,['얇긴 한데 적당히 얇고 오버핏으로 괜찮네요 재질도 좋아요'],,1,1,1,3,0,0,0,0
뉴비_4eff4a6d,2021.06.08,1620276,0,1, 153cm, 45kg,M,['무난템으로 최고 어디에나 잘 어울림 교복 위에 입었는데 진짜 이쁨..🥺'],,2,2,2,2,0,0,0,0
창털이,2021.05.12,1620276,1,0, 179cm, 80kg,XL,['생각했던거보다 색상이 밝고 얇아요 지금 계절에 딱 좋은 거 같아요 감사합니다~'],,2,1,1,3,0,0,0,0
MO0신사,2021.05.04,1620276,1,0, 169cm, 58kg,M,['색감은 멜란지 그레이하고 오트밀 사이에요 매우 만족합니다'],,2,1,1,2,0,0,0,0
돈쓰기쉽다,2021.04.22,1620276,1,0, 174cm, 77kg,XL,['사이즈가 예상이 안 돼서 걱정은 좀 했는데 받고 입어보니까 딱 제가 원하는 핏 나왔어요 ! 약간 오버? 핏 살리려고 사이즈 1업했는데 잘 됐네요 ㅎㅎ'],,1,2,1,3,0,0,0,0
어쩌다마주친뵤,2021.03.21,1620276,0,1, 162cm, 47kg,S,['처음에 M사이즈 샀다가 길이가 길어서 교환했는데 마음에 들어요 ! 교복에 잘 어울려요'],,2,2,2,3,0,0,0,0
뉴비_c8f93f1,2021.03.19,1620276,1,0, 176cm, 58kg,L,['폴로 그레이 후드집업 생각보다 편하고 깔끔해요'],,2,2,2,2,0,0,0,0
zeeeez,2021.03.15,1620276,0,1, 160cm, 50kg,S,"['폴로랄프로렌 후드집업 그레이 구매했어요', <br/>, '좋아요']",,2,2,2,2,0,0,0,0
실버_6b28210a3ae0,2021.02.04,1620276,1,0, 172cm, 58kg,M,['잘산거같아요 이쁨 비싼 값어치 해요  \u200f \u200f \u200f \u200f 색도 괜찮아요'],,2,2,2,2,0,0,0,0
갱만s,2021.12.31,1620276,1,0, 172cm, 78kg,L,"['강추 ㅋㅋ 어깨도 딱맞고 핏이 좋아요 운동', <br/>, '조금 해서 딱 맞는 핏']",https://image.msscdn.net/data/estimate/1620276_0/gallery_61ceac007e136.jpg.view,2,2,2,2,0,0,0,0
양심맘,2021.12.24,1620276,0,1, 165cm, 62kg,XL,['요건 무조건 크게 입어야 예쁜데 66인 저한테 라지가 핏이 애매해서 한번 교환했어요.. 큰게 훨씬 이뻐요~'],https://image.msscdn.net/data/estimate/1620276_0/gallery_61c5be2e10430.jpg.view,1,2,2,2,0,0,0,0
bbong[,2021.11.24,1620276,1,0, 187cm, 94kg,2XL,['역시 비싼만큼 질이 너무 좋네요 돈만있으면 검정도..사고싶습니다'],https://image.msscdn.net/data/estimate/1620276_0/gallery_619da36985397.jpg.view,2,2,2,2,0,0,0,0
바응,2021.11.22,1620276,1,0, 178cm, 65kg,XL,['오버핏으로는 xl가 좋겠읍니다~ l사이즈는 딱 맞았을듯요'],https://image.msscdn.net/data/estimate/1620276_0/gallery_619ae20b50797.jpg.view,2,2,2,2,0,0,0,0
늑수어이,2021.11.16,1620276,1,0, 173cm, 65kg,L,['역시 폴로가 짱입니다. 좀 얇긴 하지만 편하게 어디든지 입고 가도 될거같아요. 감사합니다.'],https://image.msscdn.net/data/estimate/1620276_0/gallery_6193477472f8c.jpg.view,1,1,2,3,0,0,0,0
내꿈은뉴요커,2021.11.10,1620276,0,1, 169cm, 59kg,L,['이뻐염 오버핏으로 좋음요 근데 아직 입기는 더운둣'],https://image.msscdn.net/data/estimate/1620276_0/gallery_618b9a2b40141.jpg.view,2,2,2,2,0,0,0,0
sellie,2021.11.06,1620276,0,1, 160cm, 53kg,M,"['오버핏으로 입고싶어서 처음에 L사이즈로 주문했다가 너무너무 커서 m사이즈로 교환했어요!', <br/>, '역시 교환하길 잘했어요ㅠㅠ딱 적당히 오버핏에 속에 티 입어도 되겠더라구요! 넘넘 예뻐용ㅠ']",https://image.msscdn.net/data/estimate/1620276_0/gallery_61868c9d4aecc.jpg.view,2,2,2,2,0,0,0,0
adda113,2021.10.27,1620276,1,0, 190cm, 89kg,XL,['너무 이뻐요!! 두껍고 사이즈도 딱이네요 추천드려요'],https://image.msscdn.net/data/estimate/1620276_0/gallery_61792470d0854.jpg.view,2,1,2,2,0,0,0,0
1180,2021.10.26,1620276,1,0, 167cm, 65kg,M,"['생각보다 크게 나온 것 같아요..', <br/>, '근데 넘 추워져서 입기 애매하네요 ', <br/>, '꽤 얇습니다. 마감도 좀 아쉬워요']",https://image.msscdn.net/data/estimate/1620276_0/gallery_6178121e54437.jpg.view,1,1,2,3,0,0,0,0
Flex성따,2021.10.23,1620276,1,0, 176cm, 85kg,XL,['예쁩니다 근데 정말 사이즈가 많이 오버해서 두꺼운거에도 입을 수 있겟어요'],https://image.msscdn.net/data/estimate/1620276_0/gallery_61740d5255c10.jpg.view,1,1,1,3,0,0,0,0
kgn1535,2021.10.06,1620276,0,1, 162cm, 70kg,XL,['색깔 엄청 예쁘고 질도 좋고 사람들이 다 예쁘다고 해요'],https://image.msscdn.net/data/estimate/1620276_0/gallery_615c740c5a21e.jpg.view,2,2,2,2,0,0,0,0
인생무상이다~,2021.09.28,1620276,0,1, 166cm, 54kg,L,['라지 사이즈인데도 엉덩이를 다 덮지는 못해요. 그게 조금 아쉬웠는데 그거 빼고는 다 좋아요. 너무 이쁜 옷입니다.'],https://image.msscdn.net/data/estimate/1620276_0/gallery_6152ba3c5708a.jpg.view,3,2,2,2,0,0,0,0
Bear:D,2021.09.13,1620276,1,0, 174cm, 65kg,L,['역시 폴로라서 그런지 질도 너무 좋고 휘뚜루마뚜루 입기 정말 좋아요 완전 추천합니다!!'],https://image.msscdn.net/data/estimate/1620276_0/gallery_613eefa4ed979.jpg.view,2,2,2,3,0,0,0,0
띠누니는배고파,2021.08.30,1620276,1,0, 180cm, 73kg,L,"['생각보다 너무 예쁘고요 등교할 때마다 입습니다', <br/>, '친구들도 예쁘다고 하네요!!']",https://image.msscdn.net/data/estimate/1620276_0/gallery_612cce4771881.jpg.view,2,1,1,2,0,0,0,0
우에오~,2021.08.09,1620276,1,0, 174cm, 70kg,L,['이쁘고 좋아요 빨리 가을되서 입고다니고 싶음 굿'],https://image.msscdn.net/data/estimate/1620276_0/gallery_6110ab34a24e0.jpg.view,2,2,2,2,0,0,0,0
깍두기1234,2021.07.30,1620276,1,0, 175cm, 65kg,L,['천의 느낌은 부드러운데  보플이 일어나 실망입니다. 가격에비해상품질이 떨어집니다.'],https://image.msscdn.net/data/estimate/1620276_0/gallery_6103825a43c04.jpg.view,2,2,1,3,0,0,0,0
리뷰솧,2021.07.27,1620276,1,0, 164cm, 67kg,L,"['색깔은 사진보다 살짝 더 밝고요', <br/>, '재질도 넘 좋고 생각보다 얇긴한데', <br/>, '따뜻해요']",https://image.msscdn.net/data/estimate/1620276_0/gallery_610011c4bd113.jpg.view,2,1,2,2,0,0,0,0
뉴비_6510f2a5,2021.06.08,1620276,1,0, 170cm, 65kg,L,['얇긴 한데 적당히 얇고 오버핏으로 괜찮네요 재질도 좋아요'],https://image.msscdn.net/data/estimate/1620276_0/gallery_60bf73a0040d1.jpg.view,1,1,1,3,0,0,0,0
돈쓰기쉽다,2021.04.22,1620276,1,0, 174cm, 77kg,XL,['폴로는 배신하지 않습니다 정핏으로 가려면 그냥 가시고 오버하게 입으실거면 사이즈 1업 하세요 !'],https://image.msscdn.net/data/estimate/1620276_0/gallery_60804d510c08c.jpg.view,1,2,1,3,0,0,0,0
어쩌다마주친뵤,2021.04.07,1620276,0,1, 162cm, 47kg,S,['색이 넘 예뻐요 ! 생각보다 얇지만 봄에 입기엔 좋아요'],https://image.msscdn.net/data/estimate/1620276_0/gallery_606d5d606cfd0.jpg.view,2,2,2,3,0,0,0,0
CSY:,2022.03.05,2092654,1,0, 168cm, 61kg,095,['저한테는 소매가 좀 기네요! 기장도 조금 크롭했으면 좋았을 거 같은데 나름대로 맛있네요 보기에 데님 같은 맛이 있어요 오히려 좋아'],https://image.msscdn.net/data/estimate/2092654_0/gallery_6221e2cbe8612.jpg.view,2,2,2,2,0,0,0,0
일등돼지,2022.01.14,2092654,1,0, 186cm, 85kg,110,['이런 스타일은 처음인데 핏도 깔끔하고 편하게입기 좋아요'],https://image.msscdn.net/data/estimate/2092654_0/gallery_61e0e4f06f900.jpg.view,3,2,2,2,0,0,0,0
dala12,2021.11.30,2092654,1,0, 178cm, 80kg,105,['옷이 크게나와서 편하게 잘입을수있을거같습니다'],https://image.msscdn.net/data/estimate/2092654_0/gallery_61a60dc630b26.jpg.view,2,2,2,2,0,0,0,0
깐진,2021.11.30,2092654,1,0, 175cm, 70kg,100,"['오버핏이라 사이즈는 넉넉하니 크고 ', <br/>, '촉감은 부들부들 합니다 ', <br/>, '청자켓 그재질 아니에요 ', <br/>, '훨씬 부드럽습니다', <br/>, '색감도 괜찮고 다만 사진으로 보는것보다 ', <br/>, '제 몸뚱이 문제인지 스타일은 아주약간 실망입니당', <br/>, '그리고 생각보단 조금 얇아요']",https://image.msscdn.net/data/estimate/2092654_0/gallery_61a4fff4dea51.jpg.view,1,2,2,3,0,0,0,0
유니폼레플리카,2021.11.04,2092654,1,0, 178cm, 88kg,105,['사진으로 보는 것보다 입었을때 더 이쁜 것 같아요 ㅎㅎ 일꼬르소 아우터 추천이요'],https://image.msscdn.net/data/estimate/2092654_0/gallery_6183e96c1ec1c.jpg.view,1,2,1,3,0,0,0,0
177 65,2021.10.16,2092654,1,0, 177cm, 65kg,105,['상당히 이뻐용 오버하게 입고 싶어서 좀 크게 샀습니다 두께는 그렇게 두껍진 않아서 한겨울엔 힘들듯 그러려면 이너로 입어야하는데 이너로 입으실 분들은 체형에 맞게 사셔요'],https://image.msscdn.net/data/estimate/2092654_0/gallery_616a559192527.jpg.view,1,2,2,2,0,0,0,0
몽2222,2021.10.08,2092654,1,0, 178cm, 72kg,100,['주변 지인들이 옷 이쁘다고 서로 제옷 입어보고 하드라구요. 소매가 살짝 길긴한데 접어입거나 수선해서 입으면 될듯. 만족크'],https://image.msscdn.net/data/estimate/2092654_0/gallery_61602738eff7e.jpg.view,1,2,2,2,0,0,0,0
topace,2021.09.19,2092654,1,0, 184cm, 85kg,105,"['매장에서 입어봤는데 너무마음에들어서 무신사로 구매했습니다. ', <br/>, '핏도 옷감도 색도 포켓들도 거기에 투웨이지퍼라 너무맘에드네요. ', <br/>, '일꼬르소 추워지면 안에 후드입어도 예쁠듯?']",https://image.msscdn.net/data/estimate/2092654_0/gallery_614708537ed1f.jpg.view,1,2,2,3,0,0,0,0
나이스지노,2021.09.14,2092654,1,0, 178cm, 70kg,100,"['원단도 좋고 편하게 자주 입을거 같아요.', <br/>, '추천합니다.']",https://image.msscdn.net/data/estimate/2092654_0/gallery_61406f45b47e2.jpg.view,2,2,2,2,0,0,0,0
멤버_20cfe34bd5ba,2021.09.11,2092654,1,0, 184cm, 90kg,105,['가을에 입을 자켓 찾고있었는데 좋아요 추천합니다'],https://image.msscdn.net/data/estimate/2092654_0/gallery_613c4ca0f0a90.jpg.view,2,2,2,2,0,0,0,0
치과더럽,2021.09.08,2092654,1,0, 184cm, 97kg,105,"['옷은 얇아요 막 걸치기 좋을듯 날씨가 선선해지면 입을수잇을거같아요', <br/>, '사이즈가 좀 널널하네요 굳']",https://image.msscdn.net/data/estimate/2092654_0/gallery_61384319c6b70.jpg.view,1,2,2,2,0,0,0,0
믜리,2021.09.06,2092654,1,0, 177cm, 74kg,105,['일꼬르소 처음 사보는데 퀄리티 말안되네요 너무 만족합니다 앞으로 자주 찾을것같아요'],https://image.msscdn.net/data/estimate/2092654_0/gallery_6136118801b6a.jpg.view,2,2,2,2,0,0,0,0
ssahwa,2022.03.05,2092654,1,0, 179cm, 72kg,100,"['예상보다 더욱 좋네요', <br/>, '아주 두껍지 않고', <br/>, '색상이 사진보다 더 굿굿']",,2,2,2,2,0,0,0,0
CSY:,2022.03.05,2092654,1,0, 168cm, 61kg,095,['저한테는 소매가 좀 기네요! 기장도 조금 크롭했으면 좋았을 거 같은데 나름대로 맛있네요 보기에 데님 같은 맛이 있어요 오히려 좋아'],,2,2,2,2,0,0,0,0
일등돼지,2021.12.13,2092654,1,0, 186cm, 85kg,110,['지퍼가 살짝 딸랑딸랑 거리긴 하는데 제외하면 아주 좋아요'],,3,2,2,2,0,0,0,0
깐진,2021.11.30,2092654,1,0, 175cm, 70kg,100,"['오버핏이라 사이즈는 넉넉하니 크고 ', <br/>, '촉감은 부들부들 합니다 ', <br/>, '청자켓 그재질 아니에요 ', <br/>, '훨씬 부드럽습니다', <br/>, '색감도 괜찮고 다만 사진으로 보는것보다 ', <br/>, '제 몸뚱이 문제인지 스타일은 아주약간 실망입니당', <br/>, '그리고 생각보단 조금 얇아요']",,1,2,2,3,0,0,0,0
심재원2,2021.11.23,2092654,1,0, 181cm, 78kg,105,['사진과 똑같고 입어보니 핏도 좋고 너무 너무 이뻐요'],,2,2,2,3,0,0,0,0
울산지훈,2021.11.12,2092654,1,0, 179cm, 77kg,100,['이뻐요 사이즈도 팔기장 살짝 긴거 빼곤 다 좋네요 근데 포장상태는 컹스 그자체 입니다'],,2,2,2,3,0,0,0,0
압쥐공룡,2021.11.05,2092654,1,0, 173cm, 83kg,105,['옷은 오버핏으로 핏은 좋으나 두께가 생각보다 얇아서 추워지면 입기 힘들듯'],,1,2,2,3,0,0,0,0
펩g,2021.11.02,2092654,1,0, 182cm, 85kg,105,"['루즈한 핏이 맘에들고, 색감도 맘에들어서 좋습니다']",,2,2,2,3,0,0,0,0
Redick1,2021.10.18,2092654,1,0, 174cm, 65kg,100,['사진보다 실물로 보니 더 이쁘네요 잘 입겠습니다'],,2,3,2,2,0,0,0,0
dala12,2021.10.13,2092654,1,0, 178cm, 80kg,105,['자켓 색감이 되게 유니크하고 오버핏으로 편하게 입을거같아요'],,2,2,2,2,0,0,0,0
몽2222,2021.10.08,2092654,1,0, 178cm, 72kg,100,['주변 지인들이 옷 이쁘다고 서로 제옷 입어보고 하드라구요. 소매가 살짝 길긴한데 접어입거나 수선해서 입으면 될듯. 만족크'],,1,2,2,2,0,0,0,0
니아앍,2021.09.26,2092654,1,0, 177cm, 77kg,100,['은근 많이 입게 되는 자켓입니다! 어떤 바지에 입어도 찰떡인 마술을 보여주네요'],,2,2,2,2,0,0,0,0
퉤운,2021.09.24,2092654,1,0, 184cm, 71kg,110,['데일리로 무난하게입을수있어서 좋은거같아요'],,2,2,2,2,0,0,0,0
topace,2021.09.19,2092654,1,0, 184cm, 85kg,105,['옷 너무 예쁘고 맘에들어서 오랜만에 후기작성합니다. 외 이 옷 않사새요?'],,1,2,2,3,0,0,0,0
흰색잉크,2021.09.14,2092654,1,0, 175cm, 75kg,100,['다 좋은데 지퍼 짤랑거리는 소리 거슬리는 사람은 사면 안될듯'],,2,2,2,3,0,0,0,0
브론즈_f9d2b122bc1,2021.09.09,2092654,1,0, 173cm, 95kg,105,['소매 기장이 길긴 한데 확실히 가볍고 디자인 맘에 들어요'],,1,2,2,2,0,0,0,0
멤버_20cfe34bd5ba,2021.09.08,2092654,1,0, 184cm, 90kg,105,['가을자켓 보고있었는데 실물이 훨씬이쁘고 좋아요'],,2,2,2,2,0,0,0,0
나이스지노,2021.09.08,2092654,1,0, 178cm, 70kg,100,['색감도 너무 이쁘고 간절기에 편하게 입기 너무 좋습니다.'],,2,2,2,2,0,0,0,0
치과더럽,2021.09.08,2092654,1,0, 184cm, 97kg,105,"['옷이 얇아서 좋아요 살짝 걸칠때 날씨가 선선해지면 입을수잇을거같아요', <br/>, '사이즈가 좀 널널하네요 굳']",,1,2,2,2,0,0,0,0
믜리,2021.09.06,2092654,1,0, 177cm, 74kg,105,['일꼬르소 처음 사보는데 퀄리티 말안되네요 너무 만족합니다 앞으로 자주 찾을것같아요'],,2,2,2,2,0,0,0,0
피리부는고양이,2021.09.05,2092654,1,0, 170cm, 72kg,095,['옷이 조금 얇아서 요즘 시기에 입기 적당한 것 같아요 실물이 굉장히 예쁩니다'],,2,2,2,3,0,0,0,0
광전사,2021.09.03,2092654,1,0, 174cm, 69kg,095,['오버사이즈로 나와서 95가 맞네요 폼이 전체적으로 큽니다 오버핏으로 맞습니다 100은 너무 큰듯'],,2,2,2,2,0,0,0,0
패션초년생임,2021.09.03,2092654,1,0, 172cm, 68kg,095,"['사이즈 딱 좋고 색감도 괜찮고 핏이 장난 없네요 ㅎㅎ', <br/>, '잘 구매한 거 같아서 너무 만족스럽습니다!!']",,2,2,1,2,0,0,0,0
ssahwa,2022.03.05,2092654,1,0, 179cm, 72kg,100,"['예상보다 더욱 좋네요', <br/>, '아주 두껍지 않고', <br/>, '색상이 사진보다 더 굿굿']",https://image.msscdn.net/data/estimate/2092654_0/gallery_6222517662d68.jpg.view,2,2,2,2,0,0,0,0
일등돼지,2021.12.25,2092654,1,0, 186cm, 85kg,110,['생각보다 얇아서 놀랐지만 이뻐서 자주 입습니다'],https://image.msscdn.net/data/estimate/2092654_0/gallery_61c696eb4ddbb.jpg.view,3,2,2,2,0,0,0,0
dala12,2021.11.30,2092654,1,0, 178cm, 80kg,105,['실제로 받아보니 더 예쁘네요 자주입을거같습니다'],https://image.msscdn.net/data/estimate/2092654_0/gallery_61a60d8175b7a.jpg.view,2,2,2,2,0,0,0,0
깐진,2021.11.30,2092654,1,0, 175cm, 70kg,100,"['오버핏이라 사이즈는 넉넉하니 크고 ', <br/>, '촉감은 부들부들 합니다 ', <br/>, '청자켓 그재질 아니에요 ', <br/>, '훨씬 부드럽습니다', <br/>, '색감도 괜찮고 다만 사진으로 보는것보다 ', <br/>, '제 몸뚱이 문제인지 스타일은 아주약간 실망입니당', <br/>, '그리고 생각보단 조금 얇아요']",https://image.msscdn.net/data/estimate/2092654_0/gallery_61a5000c8b04b.jpg.view,1,2,2,3,0,0,0,0
심재원2,2021.11.23,2092654,1,0, 181cm, 78kg,105,['사진과 똑같고 입어보니 핏도 좋고 너무 너무 이뻐요'],https://image.msscdn.net/data/estimate/2092654_0/gallery_619cb184aab57.jpg.view,2,2,2,3,0,0,0,0
울산지훈,2021.11.12,2092654,1,0, 179cm, 77kg,100,['이뻐요 사이즈도 팔기장 살짝 긴거 빼곤 다 좋네요 근데 포장상태는 컹스 그자체 입니다'],https://image.msscdn.net/data/estimate/2092654_0/gallery_618d4b0d3ed15.jpg.view,2,2,2,3,0,0,0,0
